ANO,TRIMESTRE,DEPARTAMENTO,MUNICIPIO,No. ACCESOS FIJOS A INTERNET,POBLACION DANE,No. INSTITUCIONES
2019,3,BOYACA,MIRAFLORES,624,8937,10
2018,3,MAGDALENA,EL RETEN,7,19697,21
2018,3,BOYACA,TOCA,180,8767,9
2019,2,ATLANTICO,PIOJO,11,6873,8
2019,2,ARAUCA,TAME,1971,46741,48
2019,1,NORTE DE SANTANDER,LA PLAYA,22,7821,9
2019,4,CALDAS,SAMANA,172,20116,21
2018,4,ANTIOQUIA,ITUANGO,1002,27074,27
2019,1,SANTANDER,BOLIVAR,82,11073,12
2019,4,NORTE DE SANTANDER,SAN CALIXTO,183,12127,13
2019,1,VALLE DEL CAUCA,RIOFRIO,226,15483,16
2018,3,HUILA,RIVERA,338,24312,25
2018,4,CUNDINAMARCA,GRANADA,81,7179,8
2019,2,CAUCA,BUENOS AIRES,80,31754,32
2020,1,BOYACA,SANTA ROSA DE VITERBO,49,13325,14
2018,4,CHOCO,UNGUIA,165,12854,13
2019,2,MAGDALENA,PIJI�O DEL CARMEN,8,12548,13
2018,3,CAUCA,MIRANDA,784,31360,32
2018,4,ANTIOQUIA,CONCEPCION,236,4797,5
2019,2,CALDAS,MARQUETALIA,287,13368,14
2019,1,NARI�O,ALDANA,104,7375,8
2019,1,BOLIVAR,ARROYOHONDO,81,8504,9
2019,2,CHOCO,BAGADO,20,11149,12
2018,3,NARI�O,EL ROSARIO,24,12280,13
2018,4,CUNDINAMARCA,BITUIMA,31,2467,3
2018,3,LA GUAJIRA,ALBANIA,1066,29148,30
2019,1,NARI�O,PROVIDENCIA,55,5562,6
2019,2,SUCRE,SAN PEDRO,16,18920,19
2019,1,PUTUMAYO,SANTIAGO,147,7284,8
2018,4,ANTIOQUIA,ANZA,161,7010,7
2019,2,NORTE DE SANTANDER,ABREGO,336,33003,33
2019,4,QUINDIO,SALENTO,451,9399,10
2019,1,SANTANDER,JORDAN,15,1325,2
2019,3,CUNDINAMARCA,SAN CAYETANO,55,4892,5
2020,1,NARI�O,BUESACO,143,23910,24
2019,1,BOLIVAR,HATILLO DE LOBA,102,12699,14
2018,3,SUCRE,SANTIAGO DE TOLU,1975,32922,33
2018,4,NORTE DE SANTANDER,OCA�A,9660,118273,119
2019,4,CUNDINAMARCA,SAN JUAN DE RIO SECO,49,8324,8
2020,1,LA GUAJIRA,RIOHACHA,22601,201839,202
2019,4,CALDAS,LA MERCED,90,5916,6
2019,2,BOLIVAR,ARJONA,3117,71837,72
2018,4,NORTE DE SANTANDER,CACOTA,34,2781,4
2018,4,QUINDIO,CALARCA,9485,72783,73
2018,4,ANTIOQUIA,VIGIA DEL FUERTE,137,9093,9
2019,2,BOGOTA,"BOGOTA, D.C.",1890646,7592871,7593
2019,3,CUNDINAMARCA,ZIPAQUIRA,23901,138654,139
2019,2,CUNDINAMARCA,MADRID,22499,120067,120
2017,3,GUAINIA,LA GUADALUPE,0,392,1
2019,3,CUNDINAMARCA,MADRID,23501,120067,120
2017,4,AMAZONAS,PUERTO SANTANDER,0,3051,3
2019,4,CUNDINAMARCA,LA CALERA,7021,31432,32
2017,3,GUAINIA,MAPIRIPANA,0,2788,3
2019,2,CUNDINAMARCA,FACATATIVA,18890,148001,149
2019,2,CUNDINAMARCA,LA CALERA,6565,31432,32
2017,4,VAUPES,PACOA,0,5980,7
2019,4,CUNDINAMARCA,ZIPAQUIRA,24139,138654,139
2019,2,CUNDINAMARCA,ZIPAQUIRA,23471,138654,140
2018,1,GUAINIA,PUERTO COLOMBIA,0,1874,2
2017,4,AMAZONAS,LA VICTORIA,0,1127,2
2017,3,GUAINIA,MORICHAL,0,1305,2
2019,3,ANTIOQUIA,SAN PEDRO,3722,22447,23
2020,1,CUNDINAMARCA,ZIPAQUIRA,25707,146352,147
2019,4,CUNDINAMARCA,MADRID,24476,120067,121
2017,3,AMAZONAS,PUERTO ALEGRIA,0,2107,2
2020,1,CUNDINAMARCA,MADRID,25919,127138,128
2017,4,AMAZONAS,LA PEDRERA,0,5269,6
2018,1,VAUPES,PACOA,0,4042,4
2019,3,CUNDINAMARCA,LA CALERA,6785,31432,32
2017,4,GUAINIA,SAN FELIPE,0,2217,3
2018,1,VAUPES,YAVARATE,0,1048,1
2017,3,AMAZONAS,EL ENCANTO,0,4928,6
2017,4,NORTE DE SANTANDER,SALAZAR,0,8900,9
2017,4,BOYACA,GUAYATA,0,4898,5
2018,2,NORTE DE SANTANDER,MUTISCUA,0,4163,5
2020,2,ANTIOQUIA,MEDELLIN,654343,2533424,2534
2018,1,TOLIMA,MARIQUITA,0,37770,39
2017,3,BOYACA,BUENAVISTA,0,5764,6
2017,3,BOLIVAR,REGIDOR,0,10887,12
2018,2,NARI�O,FUNES,0,7222,7
2018,2,ANTIOQUIA,EL SANTUARIO,0,35422,36
2018,2,BOYACA,CIENEGA,0,4635,5
2018,1,NARI�O,SAN ANDRES DE TUMACO,0,253637,254
2020,2,ANTIOQUIA,SAN JERONIMO,1541,16017,16
2017,4,SUCRE,LOS PALMITOS,0,19234,19
2020,2,NARI�O,SAN ANDRES DE TUMACO,7083,257052,257
2018,1,ARAUCA,ARAUQUITA,0,49841,51
2019,2,HUILA,NEIVA,77207,361049,361
2019,4,ATLANTICO,BARRANQUILLA,241105,1243056,1243
2018,3,BOGOTA,"BOGOTA, D.C.",1875396,7412566,7413
2019,3,SANTANDER,VILLANUEVA,198,7927,8
2019,2,SANTANDER,SAN GIL,8014,58032,59
2018,4,CUNDINAMARCA,CAQUEZA,786,17099,17
2019,4,PUTUMAYO,PUERTO ASIS,9369,66084,67
2018,4,CUNDINAMARCA,MOSQUERA,29333,130221,131
2019,4,CALDAS,ANSERMA,1945,36405,37
2018,3,CUNDINAMARCA,CHIPAQUE,398,9467,10
2018,4,SUCRE,LOS PALMITOS,489,22880,23
2019,3,HUILA,PALESTINA,15,11282,12
2019,3,HUILA,SALADOBLANCO,11,10502,11
2018,3,CUNDINAMARCA,FUNZA,20037,93154,93
2019,3,SANTANDER,BARICHARA,787,10674,11
2019,3,HUILA,TIMANA,68,21921,22
2018,4,TOLIMA,IBAGUE,109901,529635,530
2019,4,NARI�O,SAN ANDRES DE TUMACO,6692,255783,256
2019,4,META,ACACIAS,12409,90124,90
2018,3,CUNDINAMARCA,CAQUEZA,865,17099,18
2018,4,BOGOTA,"BOGOTA, D.C.",1876271,7412566,7413
2019,3,PUTUMAYO,PUERTO ASIS,2100,66084,66
2018,3,SUCRE,MORROA,584,15061,15
2018,3,SUCRE,SAN JUAN DE BETULIA,44,13535,14
2018,4,CUNDINAMARCA,UNE,224,6945,7
2019,3,ATLANTICO,BARRANQUILLA,238936,1243056,1243
2018,4,CUNDINAMARCA,FOSCA,99,5784,6
2018,4,SUCRE,SINCELEJO,36939,277773,278
2019,3,RISARALDA,LA CELIA,367,7448,8
2018,3,SUCRE,COROZAL,5884,67371,68
2018,4,CUNDINAMARCA,FOMEQUE,254,11986,13
2019,3,META,ACACIAS,12349,90124,90
2019,4,CAUCA,SANTA ROSA,31,5354,5
2018,4,CUNDINAMARCA,QUETAME,141,5072,5
2018,3,CUNDINAMARCA,FOMEQUE,247,11986,12
2018,4,HUILA,NEIVA,75248,357392,358
2019,2,TOLIMA,IBAGUE,113352,536087,537
2018,3,SUCRE,SINCELEJO,36276,277773,279
2019,3,SANTANDER,GALAN,79,2883,3
2019,1,ATLANTICO,JUAN DE ACOSTA,368,21971,22
2018,3,CUNDINAMARCA,QUETAME,177,5072,6
2018,4,SUCRE,COROZAL,6454,67371,68
2018,3,CUNDINAMARCA,SOACHA,111929,660179,661
2019,4,TOLIMA,PIEDRAS,60,6737,7
2019,4,HUILA,TIMANA,67,21921,22
2019,3,TOLIMA,IBAGUE,115052,536087,537
2019,3,PUTUMAYO,ORITO,1848,38244,39
2019,3,PUTUMAYO,PUERTO GUZMAN,74,36052,37
2018,4,HUILA,OPORAPA,44,11629,12
2019,3,NARI�O,PASTO,79702,392748,393
2019,3,HUILA,NEIVA,78057,361049,361
2019,3,HUILA,SAN AGUSTIN,901,33391,34
2018,3,CUNDINAMARCA,UNE,245,6945,8
2019,3,HUILA,HOBO,46,7335,8
2019,3,PUTUMAYO,VILLAGARZON,308,23873,25
2019,3,SANTANDER,CURITI,248,13028,13
2019,1,HUILA,NEIVA,76314,361049,362
2019,2,SANTANDER,BARICHARA,766,10674,12
2019,4,PUTUMAYO,ORITO,1571,38244,38
2019,3,HUILA,GARZON,5357,73292,74
2018,3,CUNDINAMARCA,FOSCA,123,5784,6
2019,4,TOLIMA,IBAGUE,114883,536087,536
2019,3,HUILA,PITALITO,12501,126682,127
2019,2,SANTANDER,CURITI,259,13028,13
2019,2,SANTANDER,GALAN,74,2883,4
2019,3,HUILA,ELIAS,7,4257,4
2019,4,HUILA,SAN AGUSTIN,979,33391,34
2019,3,PUTUMAYO,MOCOA,3423,57716,58
2019,4,PUTUMAYO,MOCOA,3378,57716,58
2019,4,HUILA,HOBO,47,7335,8
2019,4,CALDAS,RIOSUCIO,2359,51371,52
2018,4,SUCRE,MORROA,574,15061,16
2018,4,CUNDINAMARCA,CHIPAQUE,382,9467,10
2019,4,HUILA,NEIVA,77527,361049,362
2019,3,VALLE DEL CAUCA,CALIMA,427,18171,18
2019,4,RISARALDA,LA CELIA,292,7448,8
2018,4,CUNDINAMARCA,UBAQUE,165,6727,7
2018,4,CUNDINAMARCA,SOACHA,113941,660179,660
2019,3,HUILA,ACEVEDO,1172,25046,25
2018,4,CUNDINAMARCA,FUNZA,20261,93154,93
2018,3,CUNDINAMARCA,MOSQUERA,27902,130221,131
2019,4,CUNDINAMARCA,FUSAGASUGA,28334,146556,147
2018,4,SUCRE,SAN JUAN DE BETULIA,64,13535,14
2019,3,PUTUMAYO,SAN MIGUEL,54,19119,19
2018,3,CUNDINAMARCA,GUAYABETAL,199,6232,7
2019,3,SANTANDER,SAN GIL,12322,58032,58
2019,4,HUILA,ACEVEDO,1337,25046,25
2019,3,CAQUETA,CARTAGENA DEL CHAIRA,22,30778,31
2018,3,CUNDINAMARCA,UBAQUE,166,6727,8
2019,4,PUTUMAYO,VILLAGARZON,305,23873,24
2019,1,TOLIMA,IBAGUE,112531,536087,536
2018,4,CUNDINAMARCA,GUAYABETAL,197,6232,7
2019,4,PUTUMAYO,PUERTO GUZMAN,75,36052,36
2018,3,HUILA,OPORAPA,45,11629,12
2019,4,HUILA,PITALITO,10667,126682,127
2019,2,SANTANDER,VILLANUEVA,201,7927,9
2019,3,NARI�O,SAN ANDRES DE TUMACO,6433,255783,256
2019,3,TOLIMA,PIEDRAS,210,6737,7
2018,1,CUNDINAMARCA,FOSCA,0,5784,6
2019,4,META,CABUYARO,51,6130,7
2017,4,CAUCA,CORINTO,0,32707,33
2018,1,SANTANDER,BARRANCABERMEJA,0,203537,204
2018,2,CUNDINAMARCA,VIANI,0,4339,5
2020,2,BOLIVAR,EL GUAMO,71,8984,10
2017,3,CORDOBA,SAN CARLOS,0,27858,29
2017,3,NARI�O,SAPUYES,0,6124,7
2017,3,META,PUERTO LOPEZ,0,34283,35
2017,4,NARI�O,LA TOLA,0,13669,15
2018,2,PUTUMAYO,SAN FRANCISCO,0,5645,6
2018,1,SUCRE,SAN ONOFRE,0,49633,50
2017,3,NARI�O,OSPINA,0,8797,9
2018,2,ATLANTICO,SABANAGRANDE,0,32334,33
2020,2,SANTANDER,GAMBITA,34,4013,4
2018,2,SANTANDER,LANDAZURI,0,10384,10
2018,3,CORDOBA,MONTERIA,52698,490935,491
2017,4,GUAINIA,LA GUADALUPE,0,392,1
2017,4,BOYACA,CORRALES,0,2223,3
2018,1,MAGDALENA,PUEBLOVIEJO,0,29824,30
2018,2,RISARALDA,MARSELLA,0,16940,18
2018,2,ANTIOQUIA,NARI�O,0,10153,10
2017,4,ANTIOQUIA,BELMIRA,0,6875,8
2018,2,ANTIOQUIA,CALDAS,0,79638,80
2018,2,SANTANDER,TONA,0,7373,8
2018,2,CORDOBA,PUERTO LIBERTADOR,0,41873,42
2018,1,CESAR,PAILITAS,0,18566,19
2020,2,BOYACA,MARIPI,26,5683,7
2017,4,ANTIOQUIA,GOMEZ PLATA,0,13115,14
2018,1,BOYACA,TOCA,0,8767,9
2017,3,ANTIOQUIA,URAMITA,0,8221,8
2020,2,CHOCO,ISTMINA,2693,30806,31
2017,4,BOYACA,MOTAVITA,0,8332,9
2017,3,HUILA,HOBO,0,6986,8
2017,3,VALLE DEL CAUCA,FLORIDA,0,58555,59
2017,4,BOYACA,TURMEQUE,0,5921,7
2017,4,ANTIOQUIA,CAMPAMENTO,0,8970,10
2020,2,CUNDINAMARCA,BOJACA,167,11092,11
2018,2,MAGDALENA,PUEBLOVIEJO,0,29824,31
2018,1,SAN ANDRES Y PROVIDENCIA,SAN ANDRES,0,55291,56
2018,2,SANTANDER,SAN JOAQUIN,0,2241,3
2017,3,HUILA,ELIAS,0,4064,4
2018,1,ARAUCA,PUERTO RONDON,0,4399,5
2020,2,CUNDINAMARCA,TOCANCIPA,7540,45714,46
2017,4,CORDOBA,SAHAGUN,0,90274,91
2018,1,TOLIMA,LIBANO,0,36773,37
2018,2,BOYACA,RAMIRIQUI,0,9887,10
2018,1,NARI�O,FRANCISCO PIZARRO,0,14193,15
2018,1,NARI�O,SAPUYES,0,7346,8
2018,2,BOLIVAR,MOMPOS,0,44442,44
2018,2,SANTANDER,PINCHOTE,0,5162,6
2018,1,ANTIOQUIA,PUERTO BERRIO,0,39314,40
2018,1,CALDAS,SAN JOSE,0,4835,5
2018,2,ANTIOQUIA,APARTADO,0,121003,122
2018,2,CHOCO,LLORO,0,9786,10
2017,4,VALLE DEL CAUCA,VERSALLES,0,7017,7
2017,3,LA GUAJIRA,RIOHACHA,0,277868,279
2020,2,VALLE DEL CAUCA,ANSERMANUEVO,1374,17316,18
2020,2,SANTANDER,SOCORRO,3381,33628,34
2017,4,BOLIVAR,NOROSI,0,5148,5
2018,1,SANTANDER,VETAS,0,2114,3
2018,1,CUNDINAMARCA,CABRERA,0,4722,5
2017,3,ANTIOQUIA,CARAMANTA,0,5321,6
2018,1,ANTIOQUIA,ZARAGOZA,0,24651,25
2020,2,TOLIMA,CHAPARRAL,3324,50741,51
2020,2,HUILA,ISNOS,265,25719,27
2017,3,CAUCA,GUACHENE,0,19896,20
2020,2,TOLIMA,IBAGUE,122596,541101,542
2017,4,BOYACA,VENTAQUEMADA,0,15627,16
2017,3,META,MAPIRIPAN,0,18091,18
2018,2,NORTE DE SANTANDER,CHITAGA,0,11564,12
2017,4,NARI�O,LOS ANDES,0,20128,21
2017,4,BOLIVAR,MARIA LA BAJA,0,48787,49
2017,4,CAUCA,GUACHENE,0,19896,21
2018,2,LA GUAJIRA,ALBANIA,0,29148,29
2017,3,CORDOBA,AYAPEL,0,53152,54
2017,3,CUNDINAMARCA,CAPARRAPI,0,16720,18
2017,4,NARI�O,POLICARPA,0,17469,18
2017,3,SANTANDER,SANTA HELENA DEL OPON,0,4275,4
2017,4,CESAR,LA JAGUA DE IBIRICO,0,22341,23
2018,1,VALLE DEL CAUCA,ANSERMANUEVO,0,17448,18
2017,3,CHOCO,BOJAYA,0,10116,11
2018,1,CALDAS,MANZANARES,0,17928,19
2017,4,BOYACA,SAN PABLO DE BORBUR,0,10430,11
2018,2,CUNDINAMARCA,MOSQUERA,0,130221,131
2020,2,META,SAN MARTIN,1703,26499,27
2020,2,ANTIOQUIA,VEGACHI,650,12039,12
2017,4,CUNDINAMARCA,TOPAIPI,0,4504,5
2017,3,CUNDINAMARCA,ZIPACON,0,5695,6
2018,1,BOYACA,PAIPA,0,33535,34
2020,2,ANTIOQUIA,ANZA,229,7169,7
2017,3,SANTANDER,PARAMO,0,4201,5
2018,2,AMAZONAS,LA CHORRERA,0,2967,4
2017,4,VALLE DEL CAUCA,FLORIDA,0,58555,59
2020,2,ANTIOQUIA,SAN LUIS,1081,13123,14
2017,3,SANTANDER,CALIFORNIA,0,2020,2
2020,2,CAUCA,SILVIA,115,38063,39
2017,3,SANTANDER,CONFINES,0,2698,4
2017,3,BOYACA,BOYACA,0,4350,4
2018,2,SANTANDER,CURITI,0,12717,13
2017,4,CUNDINAMARCA,GAMA,0,4028,5
2017,4,MAGDALENA,ARIGUANI,0,32409,33
2020,2,CAUCA,CORINTO,188,25440,26
2017,4,TOLIMA,RONCESVALLES,0,6340,7
2017,3,ANTIOQUIA,REMEDIOS,0,30613,31
2017,3,TOLIMA,PRADO,0,7607,8
2020,2,BOYACA,SATIVASUR,15,1105,2
2017,4,BOLIVAR,SANTA ROSA DEL SUR,0,43955,44
2017,4,CALDAS,VILLAMARIA,0,58481,59
2018,1,RISARALDA,LA VIRGINIA,0,27923,28
2020,2,CUNDINAMARCA,GUATAVITA,307,6811,7
2017,4,ANTIOQUIA,VALDIVIA,0,23333,24
2018,2,CUNDINAMARCA,GACHANCIPA,0,17026,18
2020,2,CHOCO,RIO QUITO,413,8448,9
2018,1,MAGDALENA,PIVIJAY,0,37341,38
2018,1,CUNDINAMARCA,BOJACA,0,9913,11
2018,2,NORTE DE SANTANDER,TEORAMA,0,16193,16
2020,1,BOGOTA,"BOGOTA, D.C.",1956448,7743955,7745
2018,1,LA GUAJIRA,HATONUEVO,0,20044,20
2018,1,BOLIVAR,SAN MARTIN DE LOBA,0,14774,15
2020,2,AMAZONAS,LA PEDRERA,1,3947,4
2018,2,BOYACA,GAMEZA,0,4850,5
2018,2,CAUCA,MERCADERES,0,22688,23
2020,2,VALLE DEL CAUCA,CALIMA,659,18266,18
2017,4,RISARALDA,DOSQUEBRADAS,0,202795,203
2018,1,BOYACA,OICATA,0,2821,3
2018,2,HUILA,RIVERA,0,24312,24
2017,3,CALDAS,SALAMINA,0,16005,17
2017,3,TOLIMA,FLANDES,0,29296,30
2017,3,QUINDIO,FILANDIA,0,13520,14
2017,4,ARAUCA,ARAUQUITA,0,42171,43
2020,2,BOYACA,SUTAMARCHAN,27,6228,7
2020,2,BOYACA,CIENEGA,153,4655,6
2020,2,VALLE DEL CAUCA,ULLOA,357,5381,6
2017,4,AMAZONAS,TARAPACA,0,4274,5
2017,4,CUNDINAMARCA,ARBELAEZ,0,12374,13
2017,3,TOLIMA,PLANADAS,0,30023,30
2017,3,BOYACA,PUERTO BOYACA,0,56096,57
2017,3,NARI�O,LA UNION,0,25689,26
2018,1,CUNDINAMARCA,GACHALA,0,4436,5
2018,2,NARI�O,TUQUERRES,0,44729,45
2017,4,ANTIOQUIA,PUERTO NARE,0,19025,19
2017,3,TOLIMA,CHAPARRAL,0,47293,48
2020,2,CHOCO,CERTEGUI,10,5760,6
2017,3,CUNDINAMARCA,LA PALMA,0,10912,12
2020,2,MAGDALENA,EL BANCO,1204,69701,70
2017,4,RISARALDA,APIA,0,19271,19
2018,2,BOLIVAR,MONTECRISTO,0,16389,17
2017,3,NARI�O,EL TABLON DE GOMEZ,0,12515,13
2018,2,BOYACA,NOBSA,0,15976,16
2017,3,ANTIOQUIA,LA CEJA,0,53993,54
2017,4,CUNDINAMARCA,CHIPAQUE,0,8401,9
2017,4,PUTUMAYO,COLON,0,5604,6
2018,2,META,RESTREPO,0,18268,19
2018,2,ANTIOQUIA,ANGELOPOLIS,0,5756,7
2018,1,META,CASTILLA LA NUEVA,0,14300,14
2017,3,BOYACA,MARIPI,0,7372,7
2018,2,ANTIOQUIA,SONSON,0,36321,36
2018,1,NARI�O,POLICARPA,0,9897,10
2018,2,TOLIMA,VALLE DE SAN JUAN,0,5345,6
2018,2,CASANARE,LA SALINA,0,1417,2
2018,2,CASANARE,PORE,0,11967,13
2020,2,ANTIOQUIA,ITUANGO,1073,27789,29
2020,2,META,VILLAVICENCIO,106529,545302,545
2020,2,CAUCA,POPAYAN,66351,325477,326
2018,2,BOYACA,NUEVO COLON,0,5121,5
2018,1,BOLIVAR,SAN JACINTO DEL CAUCA,0,9935,10
2017,4,MAGDALENA,GUAMAL,0,27761,28
2017,4,BOYACA,SAN LUIS DE GACENO,0,4891,6
2018,1,SANTANDER,SAN BENITO,0,2950,3
2018,1,NORTE DE SANTANDER,HERRAN,0,6755,7
2017,3,VALLE DEL CAUCA,CARTAGO,0,133640,134
2018,2,ANTIOQUIA,CARAMANTA,0,4743,5
2017,4,BOLIVAR,TURBANA,0,15193,16
2018,1,CAQUETA,BELEN DE LOS ANDAQUIES,0,11021,11
2018,2,ANTIOQUIA,BRICE�O,0,8039,8
2020,2,CAUCA,CAJIBIO,278,42833,43
2017,4,ANTIOQUIA,SAN FRANCISCO,0,5119,5
2020,2,CAUCA,SUCRE,15,9669,10
2018,1,VALLE DEL CAUCA,BUGALAGRANDE,0,24318,25
2018,1,BOYACA,VIRACACHA,0,2837,3
2020,2,CUNDINAMARCA,PACHO,372,25803,26
2017,4,SANTANDER,SURATA,0,3225,3
2018,2,CASANARE,TRINIDAD,0,13233,13
2020,2,NORTE DE SANTANDER,BOCHALEMA,175,8845,10
2018,2,CUNDINAMARCA,BOJACA,0,9913,10
2017,4,TOLIMA,VALLE DE SAN JUAN,0,6387,7
2020,2,TOLIMA,PALOCABILDO,42,9814,11
2018,1,CAUCA,CORINTO,0,25286,26
2017,3,CESAR,ASTREA,0,19305,20
2017,3,LA GUAJIRA,HATONUEVO,0,26782,27
2017,4,BOLIVAR,SAN JUAN NEPOMUCENO,0,33753,34
2018,2,CUNDINAMARCA,VIOTA,0,13234,14
2020,2,CAUCA,BUENOS AIRES,58,32049,33
2017,3,HUILA,TELLO,0,14358,15
2017,3,VALLE DEL CAUCA,ANSERMANUEVO,0,19355,20
2017,3,ANTIOQUIA,CHIGORODO,0,80132,81
2017,4,CALDAS,PALESTINA,0,17674,18
2017,3,CAUCA,ARGELIA,0,27221,28
2017,4,CESAR,PAILITAS,0,17369,18
2018,2,CESAR,PUEBLO BELLO,0,27007,27
2018,2,BOYACA,TOTA,0,5179,6
2020,2,ANTIOQUIA,TURBO,11192,130191,131
2020,2,CAUCA,SANTANDER DE QUILICHAO,9785,113001,114
2018,1,META,LEJANIAS,0,11463,12
2018,2,CORDOBA,LA APARTADA,0,14866,15
2018,2,SANTANDER,LA BELLEZA,0,6198,7
2018,2,BOYACA,CALDAS,0,3143,4
2017,3,SANTANDER,FLORIAN,0,6284,7
2018,1,BOLIVAR,SIMITI,0,18110,18
2018,1,SANTANDER,GUACA,0,5916,6
2017,4,SANTANDER,SUCRE,0,8246,9
2018,2,SANTANDER,AGUADA,0,1855,2
2017,4,NORTE DE SANTANDER,CUCUTILLA,0,7559,8
2017,3,CAQUETA,SOLITA,0,9149,9
2018,1,CORDOBA,SAN BERNARDO DEL VIENTO,0,37007,38
2017,3,SUCRE,SUCRE,0,22424,23
2018,1,ANTIOQUIA,AMAGA,0,30227,31
2017,3,CASANARE,VILLANUEVA,0,24301,25
2018,2,HUILA,ISNOS,0,25186,26
2018,2,CORDOBA,SAN CARLOS,0,26954,27
2020,2,ATLANTICO,PIOJO,18,7089,7
2017,3,MAGDALENA,PLATO,0,59814,60
2018,2,SANTANDER,ARATOCA,0,8229,9
2017,4,BOYACA,TUTA,0,9800,11
2018,2,SANTANDER,PALMAR,0,1361,1
2018,1,HUILA,HOBO,0,7286,8
2018,2,ANTIOQUIA,TARAZA,0,26964,28
2018,2,RISARALDA,PUEBLO RICO,0,16156,17
2018,2,ANTIOQUIA,SABANALARGA,0,9032,9
2018,2,PUTUMAYO,SIBUNDOY,0,14940,15
2017,3,TOLIMA,GUAMO,0,31866,32
2018,1,GUAINIA,PANA PANA,0,1899,2
2018,1,ANTIOQUIA,EL BAGRE,0,51862,52
2017,3,CUNDINAMARCA,APULO,0,7812,8
2018,2,CAUCA,BOLIVAR,0,38048,39
2017,3,NARI�O,SAN ANDRES DE TUMACO,0,208318,209
2018,2,SUCRE,SAN LUIS DE SINCE,0,30773,32
2018,1,CUNDINAMARCA,UBAQUE,0,6727,7
2017,4,BOLIVAR,TALAIGUA NUEVO,0,11414,12
2017,3,CHOCO,UNGUIA,0,15223,16
2020,2,NARI�O,ALDANA,20,7361,8
2017,4,ATLANTICO,CANDELARIA,0,12528,13
2020,2,BOYACA,TIPACOQUE,16,3290,4
2018,1,NORTE DE SANTANDER,SILOS,0,6162,7
2018,1,NORTE DE SANTANDER,VILLA DEL ROSARIO,0,101952,102
2018,1,VICHADA,PUERTO CARRE�O,0,20936,22
2018,1,TOLIMA,ROVIRA,0,21674,22
2020,2,VALLE DEL CAUCA,LA UNION,4114,34493,35
2018,1,ATLANTICO,SUAN,0,11940,13
2017,4,TOLIMA,VILLARRICA,0,5312,6
2020,2,CHOCO,MEDIO BAUDO,19,15683,16
2018,4,META,FUENTE DE ORO,305,12129,13
2017,3,NARI�O,TAMINANGO,0,21265,22
2018,2,RISARALDA,MISTRATO,0,16950,17
2020,2,BOYACA,SAN LUIS DE GACENO,34,5473,6
2020,2,TOLIMA,MARIQUITA,2706,38333,39
2020,2,CUNDINAMARCA,VILLAGOMEZ,24,1826,2
2017,3,NORTE DE SANTANDER,SANTIAGO,0,2853,3
2020,2,CALDAS,MARQUETALIA,91,13490,14
2018,2,SANTANDER,CHIPATA,0,5075,6
2017,3,TOLIMA,FRESNO,0,30047,31
2020,2,BOLIVAR,TIQUISIO,66,19034,19
2017,3,CUNDINAMARCA,PANDI,0,5697,7
2017,3,MAGDALENA,SITIONUEVO,0,32454,33
2020,2,VALLE DEL CAUCA,EL CERRITO,7607,57133,58
2018,3,META,SAN JUAN DE ARAMA,189,9118,10
2017,4,SANTANDER,GUAVATA,0,3549,4
2018,2,CUNDINAMARCA,JERUSALEN,0,2281,2
2018,1,AMAZONAS,TARAPACA,0,3801,4
2018,2,CUNDINAMARCA,ARBELAEZ,0,10860,12
2017,4,BOLIVAR,SAN JACINTO,0,21602,22
2020,2,VAUPES,PACOA,0,4422,5
2020,2,BOYACA,TENZA,84,3821,4
2018,2,BOLIVAR,PINILLOS,0,24218,25
2017,4,NORTE DE SANTANDER,LABATECA,0,5886,6
2018,1,NORTE DE SANTANDER,SALAZAR,0,10205,11
2017,3,VALLE DEL CAUCA,CALI,0,2420114,2421
2017,3,LA GUAJIRA,URIBIA,0,186532,187
2017,4,ANTIOQUIA,EL BAGRE,0,50242,51
2017,3,ANTIOQUIA,TARSO,0,7955,8
2017,4,BOYACA,RONDON,0,2787,3
2020,2,ANTIOQUIA,TOLEDO,222,5043,5
2018,1,META,RESTREPO,0,18268,19
2017,3,LA GUAJIRA,MAICAO,0,162118,163
2018,2,CUNDINAMARCA,GUASCA,0,15348,15
2017,4,NARI�O,CUMBITARA,0,16129,17
2018,2,BOYACA,TASCO,0,5882,6
2020,2,NARI�O,EL CHARCO,73,22550,24
2017,4,NORTE DE SANTANDER,CACOTA,0,1819,2
2018,2,CAUCA,BUENOS AIRES,0,31436,32
2018,2,QUINDIO,QUIMBAYA,0,30751,31
2017,3,QUINDIO,CIRCASIA,0,30394,31
2017,3,SANTANDER,PUENTE NACIONAL,0,12086,13
2018,1,VAUPES,TARAIRA,0,2215,3
2018,2,MAGDALENA,CERRO SAN ANTONIO,0,9890,11
2018,2,CALDAS,RISARALDA,0,10815,12
2020,2,ATLANTICO,SABANAGRANDE,1763,35084,35
2018,1,SANTANDER,GUADALUPE,0,4511,5
2017,4,ANTIOQUIA,NARI�O,0,17686,18
2018,1,VALLE DEL CAUCA,VERSALLES,0,7263,8
2020,2,CAQUETA,SOLITA,27,6346,7
2018,1,AMAZONAS,PUERTO ARICA,0,1013,2
2017,4,BOYACA,SANTA MARIA,0,3850,4
2017,4,BOLIVAR,CARTAGENA,0,1024882,1025
2017,3,BOYACA,MUZO,0,8789,9
2018,1,BOLIVAR,SOPLAVIENTO,0,10650,11
2018,2,ANTIOQUIA,URAMITA,0,6888,7
